sentence_id,sentence,cleaned_sentence,tokens
0,"_
            In the House of Tom Bombadil

     The four hobbits stepped over the wide stone threshold, and stood still, blinking.",in the house of tom bombadil the four hobbits stepped over the wide stone threshold and stood still blinking,house tom bombadil four hobbits stepped wide stone threshold stood still blinking
1,"They were in a long low room, filled with the light of lamps swinging from the beams of the roof; and on the table of dark polished wood stood many candles, tall and yellow, burning brightly.",they were in a long low room filled with the light of lamps swinging from the beams of the roof and on the table of dark polished wood stood many candles tall and yellow burning brightly,long low room filled light lamps swinging beams roof table dark polished wood stood many candles tall yellow burning brightly
2,"In a chair, at the far side of the room facing the outer door, sat a woman.",in a chair at the far side of the room facing the outer door sat a woman,chair far side room facing outer door sat woman
3,"Her long yellow hair rippled down her shoulders; her gown was green, green as young reeds, shot with silver like beads of dew; and her belt was of gold, shaped like a chain of flag-lilies set with the pale-blue eyes of forget-me-nots.",her long yellow hair rippled down her shoulders her gown was green green as young reeds shot with silver like beads of dew and her belt was of gold shaped like a chain of flaglilies set with the paleblue eyes of forgetmenots,long yellow hair rippled shoulders gown green green young reeds shot silver like beads dew belt gold shaped like chain flaglilies set paleblue eyes forgetmenots
4,"About her feel in wide vessels of green and brown earthenware, white water-lilies were floating, so that she seemed to be enthroned in the midst of a pool.",about her feel in wide vessels of green and brown earthenware white waterlilies were floating so that she seemed to be enthroned in the midst of a pool,feel wide vessels green brown earthenware white waterlilies floating seemed enthroned midst pool
5,"'Enter, good guests!'",enter good guests,enter good guests
6,"she said, and as she spoke they knew that it was her clear voice they had heard singing.",she said and as she spoke they knew that it was her clear voice they had heard singing,said spoke knew clear voice heard singing
7,"They came a few timid steps further into the room, and began to bow low, feeling strangely surprised and awkward, like folk that, knocking at a cottage door to beg for a drink of water, have been answered by a fair young elf-queen clad in living flowers.",they came a few timid steps further into the room and began to bow low feeling strangely surprised and awkward like folk that knocking at a cottage door to beg for a drink of water have been answered by a fair young elfqueen clad in living flowers,came timid steps room began bow low feeling strangely surprised awkward like folk knocking cottage door beg drink water answered fair young elfqueen clad living flowers
8,"But before they could say anything, she sprang lightly up and over the lily-bowls, and ran laughing towards them; and as she ran her gown rustled softly like the wind in the flowering borders of a river.",but before they could say anything she sprang lightly up and over the lilybowls and ran laughing towards them and as she ran her gown rustled softly like the wind in the flowering borders of a river,could say anything sprang lightly lilybowls ran laughing towards ran gown rustled softly like wind flowering borders river
9,'Come dear folk!',come dear folk,come dear folk
10,"she said, taking Frodo by the hand.",she said taking frodo by the hand,said taking frodo hand
11,'Laugh and be merry!,laugh and be merry,laugh merry
12,"I am Goldberry, daughter of the River.'",i am goldberry daughter of the river,goldberry daughter river
13,"Then lightly she passed them and closing the door she turned her back to it, with her white arms spread out across it.",then lightly she passed them and closing the door she turned her back to it with her white arms spread out across it,lightly passed closing door turned back white arms spread across
14,'Let us shut out the night!',let us shut out the night,let us shut night
15,she said.,she said,said
16,"'For you are still afraid, perhaps, of mist and tree-shadows and deep water, and untame things.",for you are still afraid perhaps of mist and treeshadows and deep water and untame things,still afraid perhaps mist treeshadows deep water untame things
17,Fear nothing!,fear nothing,fear nothing
18,For tonight you are under the roof of Tom Bombadil.',for tonight you are under the roof of tom bombadil,tonight roof tom bombadil
19,The hobbits looked at her in wonder; and she looked at each of them and smiled.,the hobbits looked at her in wonder and she looked at each of them and smiled,hobbits looked wonder looked smiled
20,'Fair lady Goldberry!',fair lady goldberry,fair lady goldberry
21,"said Frodo at last, feeling his heart moved with a joy that he did not understand.",said frodo at last feeling his heart moved with a joy that he did not understand,said frodo last feeling heart moved joy understand
22,"He stood as he had at times stood enchanted by fair elven-voices; but the spell that was now laid upon him was different: less keen and lofty was the delight, but deeper and nearer to mortal heart; marvellous and yet not strange.",he stood as he had at times stood enchanted by fair elvenvoices but the spell that was now laid upon him was different less keen and lofty was the delight but deeper and nearer to mortal heart marvellous and yet not strange,stood times stood enchanted fair elvenvoices spell laid upon different less keen lofty delight deeper nearer mortal heart marvellous yet strange
23,'Fair lady Goldberry!',fair lady goldberry,fair lady goldberry
24,he said again.,he said again,said
25,'Now the joy that was hidden in the songs we heard is made plain to me.,now the joy that was hidden in the songs we heard is made plain to me,joy hidden songs heard made plain
26,O slender as a willow-wand!,o slender as a willowwand,slender willowwand
27,O clearer than clear water!,o clearer than clear water,clearer clear water
28,O reed by the living pool!,o reed by the living pool,reed living pool
29,Fair River-daughter!,fair riverdaughter,fair riverdaughter
30,"O spring-time and summer-time, and spring again after!",o springtime and summertime and spring again after,springtime summertime spring
31,"O wind on the waterfall, and the leaves' laughter!'",o wind on the waterfall and the leaves laughter,wind waterfall leaves laughter
32,"Suddenly he stopped and stammered, overcome with surprise to hear himself saying such things.",suddenly he stopped and stammered overcome with surprise to hear himself saying such things,suddenly stopped stammered overcome surprise hear saying things
33,But Goldberry laughed.,but goldberry laughed,goldberry laughed
34,'Welcome!',welcome,welcome
35,she said.,she said,said
36,'I had not heard that folk of the Shire were so sweet-tongued.,i had not heard that folk of the shire were so sweettongued,heard folk shire sweettongued
37,But I see you are an elf-friend; the light in your eyes and the ring in your voice tells it.,but i see you are an elffriend the light in your eyes and the ring in your voice tells it,see elffriend light eyes ring voice tells
38,This is a merry meeting!,this is a merry meeting,merry meeting
39,"Sit now, and wait for the Master of the house!",sit now and wait for the master of the house,sit wait master house
40,He will not be long.,he will not be long,long
41,He is tending your tired beasts.',he is tending your tired beasts,tending tired beasts
42,"The hobbits sat down gladly in low rush-seated chairs, while Goldberry busied herself about the table; and their eyes followed her, for the slender grace of her movement filled them with quiet delight.",the hobbits sat down gladly in low rushseated chairs while goldberry busied herself about the table and their eyes followed her for the slender grace of her movement filled them with quiet delight,hobbits sat gladly low rushseated chairs goldberry busied table eyes followed slender grace movement filled quiet delight
43,From somewhere behind the house came the sound of singing.,from somewhere behind the house came the sound of singing,somewhere behind house came sound singing
44,"Every now and again they caught, among many a _derry dol_ and a _merry dol_ and a _ring a ding dillo_ the repeated words:

          Old Tom Bombadil is a merry fellow;
           Bright blue his jacket is, and his boots are yellow.",every now and again they caught among many a derry dol and a merry dol and a ring a ding dillo the repeated words old tom bombadil is a merry fellow bright blue his jacket is and his boots are yellow,every caught among many derry dol merry dol ring ding dillo repeated words old tom bombadil merry fellow bright blue jacket boots yellow
45,'Fair lady!',fair lady,fair lady
46,said Frodo again after a while.,said frodo again after a while,said frodo
47,"'Tell me, if my asking does not seem foolish, who is Tom Bombadil?'",tell me if my asking does not seem foolish who is tom bombadil,tell asking seem foolish tom bombadil
48,"'He is,' said Goldberry, staying her swift movements and smiling.",he is said goldberry staying her swift movements and smiling,said goldberry staying swift movements smiling
49,Frodo looked at her questioningly.,frodo looked at her questioningly,frodo looked questioningly
50,"'He is, as you have seen him,' she said in answer to his look.",he is as you have seen him she said in answer to his look,seen said answer look
51,"'He is the Master of wood, water, and hill.'",he is the master of wood water and hill,master wood water hill
52,'Then all this strange land belongs to him?',then all this strange land belongs to him,strange land belongs
53,'No indeed!',no indeed,indeed
54,"she answered, and her smile faded.",she answered and her smile faded,answered smile faded
55,"'That would indeed be a burden,' she added in a low voice, as if to herself.",that would indeed be a burden she added in a low voice as if to herself,would indeed burden added low voice
56,'The trees and the grasses and all things growing or living in the land belong each to themselves.,the trees and the grasses and all things growing or living in the land belong each to themselves,trees grasses things growing living land belong
57,Tom Bombadil is the Master.,tom bombadil is the master,tom bombadil master
58,"No one has ever caught old Tom walking in the forest, wading in the water, leaping on the hill-tops under light and shadow.",no one has ever caught old tom walking in the forest wading in the water leaping on the hilltops under light and shadow,one ever caught old tom walking forest wading water leaping hilltops light shadow
59,He has no fear.,he has no fear,fear
60,Tom Bombadil is master.',tom bombadil is master,tom bombadil master
61,A door opened and in came Tom Bombadil.,a door opened and in came tom bombadil,door opened came tom bombadil
62,He had now no hat and his thick brown hair was crowned with autumn leaves.,he had now no hat and his thick brown hair was crowned with autumn leaves,hat thick brown hair crowned autumn leaves
63,"He laughed, and going to Goldberry, took her hand.",he laughed and going to goldberry took her hand,laughed going goldberry took hand
64,'Here's my pretty lady!',heres my pretty lady,heres pretty lady
65,"he said, bowing to the hobbits.",he said bowing to the hobbits,said bowing hobbits
66,'Here's my Goldberry clothed all in silver-green with flowers in her girdle!,heres my goldberry clothed all in silvergreen with flowers in her girdle,heres goldberry clothed silvergreen flowers girdle
67,Is the table laden?,is the table laden,table laden
68,"I see yellow cream and honeycomb, and white bread, and butter; milk, cheese, and green herbs and ripe berries gathered.",i see yellow cream and honeycomb and white bread and butter milk cheese and green herbs and ripe berries gathered,see yellow cream honeycomb white bread butter milk cheese green herbs ripe berries gathered
69,Is that enough for us?,is that enough for us,enough us
70,Is the supper ready?',is the supper ready,supper ready
71,"'It is,' said Goldberry; 'but the guests perhaps are not?'",it is said goldberry but the guests perhaps are not,said goldberry guests perhaps
72,"Tom clapped his hands and cried: 'Tom, Tom!",tom clapped his hands and cried tom tom,tom clapped hands cried tom tom
73,"your guests are tired, and you had near forgotten!",your guests are tired and you had near forgotten,guests tired near forgotten
74,"Come now, my merry friends, and Tom will refresh you!",come now my merry friends and tom will refresh you,come merry friends tom refresh
75,"You shall clean grimy hands, and wash your weary faces; cast off your muddy cloaks and comb out your tangles!'",you shall clean grimy hands and wash your weary faces cast off your muddy cloaks and comb out your tangles,shall clean grimy hands wash weary faces cast muddy cloaks comb tangles
76,"He opened the door, and they followed him down a short passage and round a sharp turn.",he opened the door and they followed him down a short passage and round a sharp turn,opened door followed short passage round sharp turn
77,"They came to a low room with a sloping roof (a penthouse, it seemed, built on to the north end of the house).",they came to a low room with a sloping roof a penthouse it seemed built on to the north end of the house,came low room sloping roof penthouse seemed built north end house
78,"Its walls were of clean stone, but they were mostly covered with green hanging mats and yellow curtains.",its walls were of clean stone but they were mostly covered with green hanging mats and yellow curtains,walls clean stone mostly covered green hanging mats yellow curtains
79,"The floor was flagged, and strewn with fresh green rushes.",the floor was flagged and strewn with fresh green rushes,floor flagged strewn fresh green rushes
80,"There were four deep mattresses, each piled with white blankets, laid on the floor along one side.",there were four deep mattresses each piled with white blankets laid on the floor along one side,four deep mattresses piled white blankets laid floor along one side
81,"Against the opposite wall was a long bench laden with wide earthenware basins, and beside it stood brown ewers filled with water, some cold, some steaming hot.",against the opposite wall was a long bench laden with wide earthenware basins and beside it stood brown ewers filled with water some cold some steaming hot,opposite wall long bench laden wide earthenware basins beside stood brown ewers filled water cold steaming hot
82,There were soft green slippers set ready beside each bed.,there were soft green slippers set ready beside each bed,soft green slippers set ready beside bed
83,"Before long, washed and refreshed, the hobbits were seated at the table, two on each side, while at either end sat Goldberry and the Master.",before long washed and refreshed the hobbits were seated at the table two on each side while at either end sat goldberry and the master,long washed refreshed hobbits seated table two side either end sat goldberry master
84,It was a long and merry meal.,it was a long and merry meal,long merry meal
85,"Though the hobbits ate, as only famished hobbits can eat, there was no lack.",though the hobbits ate as only famished hobbits can eat there was no lack,though hobbits ate famished hobbits eat lack
86,"The drink in their drinking-bowls seemed to be clear cold water, yet it went to their hearts like wine and set free their voices.",the drink in their drinkingbowls seemed to be clear cold water yet it went to their hearts like wine and set free their voices,drink drinkingbowls seemed clear cold water yet went hearts like wine set free voices
87,"The guests became suddenly aware that they were singing merrily, as if it was easier and more natural than talking.",the guests became suddenly aware that they were singing merrily as if it was easier and more natural than talking,guests became suddenly aware singing merrily easier natural talking
88,At last Tom and Goldberry rose and cleared the table swiftly.,at last tom and goldberry rose and cleared the table swiftly,last tom goldberry rose cleared table swiftly
89,"The guests were commanded to sit quiet, and were set in chairs, each with a footstool to his tired feet.",the guests were commanded to sit quiet and were set in chairs each with a footstool to his tired feet,guests commanded sit quiet set chairs footstool tired feet
90,"There was a fire in the wide hearth before them, and it was burning with a sweet smell, as if it were built of apple-wood.",there was a fire in the wide hearth before them and it was burning with a sweet smell as if it were built of applewood,fire wide hearth burning sweet smell built applewood
91,"When everything was set in order, all the lights in the room were put out, except one lamp and a pair of candles at each end of the chimney-shelf.",when everything was set in order all the lights in the room were put out except one lamp and a pair of candles at each end of the chimneyshelf,everything set order lights room put except one lamp pair candles end chimneyshelf
92,"Then Goldberry came and stood before them, holding a candle; and she wished them each a good night and deep sleep.",then goldberry came and stood before them holding a candle and she wished them each a good night and deep sleep,goldberry came stood holding candle wished good night deep sleep
93,"'Have peace now,' she said, 'until the morning!",have peace now she said until the morning,peace said morning
94,Heed no nightly noises!,heed no nightly noises,heed nightly noises
95,For nothing passes door and window here save moonlight and starlight and the wind off the hill-top.,for nothing passes door and window here save moonlight and starlight and the wind off the hilltop,nothing passes door window save moonlight starlight wind hilltop
96,Good night!',good night,good night
97,She passed out of the room with a glimmer and a rustle.,she passed out of the room with a glimmer and a rustle,passed room glimmer rustle
98,The sound of her footsteps was like a stream falling gently away downhill over cool stones in the quiet of night.,the sound of her footsteps was like a stream falling gently away downhill over cool stones in the quiet of night,sound footsteps like stream falling gently away downhill cool stones quiet night
99,"Tom sat on a while beside them in silence, while each of them tried to muster the courage to ask one of the many questions he had meant to ask at supper.",tom sat on a while beside them in silence while each of them tried to muster the courage to ask one of the many questions he had meant to ask at supper,tom sat beside silence tried muster courage ask one many questions meant ask supper
100,Sleep gathered on their eyelids.,sleep gathered on their eyelids,sleep gathered eyelids
101,"At last Frodo spoke:
     'Did you hear me calling, Master, or was it just chance that brought you at that moment?'",at last frodo spoke did you hear me calling master or was it just chance that brought you at that moment,last frodo spoke hear calling master chance brought moment
102,Tom stirred like a man shaken out of a pleasant dream.,tom stirred like a man shaken out of a pleasant dream,tom stirred like man shaken pleasant dream
103,"'Eh, what?'",eh what,eh
104,said he.,said he,said
105,'Did I hear you calling?,did i hear you calling,hear calling
106,"Nay, I did not hear: I was busy singing.",nay i did not hear i was busy singing,nay hear busy singing
107,"Just chance brought me then, if chance you call it.",just chance brought me then if chance you call it,chance brought chance call
108,"It was no plan of mine, though I was waiting for you.",it was no plan of mine though i was waiting for you,plan mine though waiting
109,"We heard news of you, and learned that you were wandering.",we heard news of you and learned that you were wandering,heard news learned wandering
110,"We guessed you'd come ere long down to the water: all paths lead that way, down to Withywindle.",we guessed youd come ere long down to the water all paths lead that way down to withywindle,guessed youd come ere long water paths lead way withywindle
111,"Old grey Willow-man, he's a mighty singer; and it's hard for little folk to escape his cunning mazes.",old grey willowman hes a mighty singer and its hard for little folk to escape his cunning mazes,old grey willowman hes mighty singer hard little folk escape cunning mazes
112,"But Tom had an errand there, that he dared not hinder.'",but tom had an errand there that he dared not hinder,tom errand dared hinder
113,"Tom nodded as if sleep was taking him again; but he went on in a soft singing voice:

          I had an errand there: gathering water-lilies,
           green leaves and lilies white to please my pretty lady,
           the last ere the year's end to keep them from the winter,
           to flower by her pretty feet tilt the snows are melted.",tom nodded as if sleep was taking him again but he went on in a soft singing voice i had an errand there gathering waterlilies green leaves and lilies white to please my pretty lady the last ere the years end to keep them from the winter to flower by her pretty feet tilt the snows are melted,tom nodded sleep taking went soft singing voice errand gathering waterlilies green leaves lilies white please pretty lady last ere years end keep winter flower pretty feet tilt snows melted
114,"Each year at summer's end I go to find them for her,
           in a wide pool, deep and clear, far down Withywindle;
           there they open first in spring and there they linger latest.",each year at summers end i go to find them for her in a wide pool deep and clear far down withywindle there they open first in spring and there they linger latest,year summers end go find wide pool deep clear far withywindle open first spring linger latest
115,"By that pool long ago I found the River-daughter,
           fair young Goldberry sitting in the rushes.",by that pool long ago i found the riverdaughter fair young goldberry sitting in the rushes,pool long ago found riverdaughter fair young goldberry sitting rushes
116,"Sweet was her singing then, and her heart was beating!",sweet was her singing then and her heart was beating,sweet singing heart beating
117,"He opened his eyes and looked at them with a sudden glint of blue:

          And that proved well for you  for now I shall no longer
           go down deep again along the forest-water,
           not while the year is old.",he opened his eyes and looked at them with a sudden glint of blue and that proved well for you for now i shall no longer go down deep again along the forestwater not while the year is old,opened eyes looked sudden glint blue proved well shall longer go deep along forestwater year old
118,"Nor shall I be passing
           Old Man Willow's house this side of spring-time,
           not till the merry spring, when the River-daughter
           dances down the withy-path to bathe in the water.",nor shall i be passing old man willows house this side of springtime not till the merry spring when the riverdaughter dances down the withypath to bathe in the water,shall passing old man willows house side springtime till merry spring riverdaughter dances withypath bathe water
119,He fell silent again; but Frodo could not help asking one more question: the one he most desired to have answered.,he fell silent again but frodo could not help asking one more question the one he most desired to have answered,fell silent frodo could help asking one question one desired answered
120,"'Tell us, Master,' he said, 'about the Willow-man.",tell us master he said about the willowman,tell us master said willowman
121,What is he?,what is he,
122,I have never heard of him before.',i have never heard of him before,never heard
123,"'No, don't!'",no dont,dont
124,"said Merry and Pippin together, sitting suddenly upright.",said merry and pippin together sitting suddenly upright,said merry pippin together sitting suddenly upright
125,'Not now!,not now,
126,Not until the morning!',not until the morning,morning
127,'That is right!',that is right,right
128,said the old man.,said the old man,said old man
129,'Now is the time for resting.,now is the time for resting,time resting
130,Some things are ill to hear when the world's in shadow.,some things are ill to hear when the worlds in shadow,things ill hear worlds shadow
131,"Sleep till the morning-light, rest on the pillow!",sleep till the morninglight rest on the pillow,sleep till morninglight rest pillow
132,Heed no nightly noise!,heed no nightly noise,heed nightly noise
133,Fear no grey willow!',fear no grey willow,fear grey willow
134,"And with that he took down the lamp and blew it out, and grasping a candle in either hand he led them out of the room.",and with that he took down the lamp and blew it out and grasping a candle in either hand he led them out of the room,took lamp blew grasping candle either hand led room
135,"Their mattresses and pillows were soft as down, and the blankets were of white wool.",their mattresses and pillows were soft as down and the blankets were of white wool,mattresses pillows soft blankets white wool
136,They had hardly laid themselves on the deep beds and drawn the light covers over them before they were asleep.,they had hardly laid themselves on the deep beds and drawn the light covers over them before they were asleep,hardly laid deep beds drawn light covers asleep
137,"In the dead night, Frodo lay in a dream without light.",in the dead night frodo lay in a dream without light,dead night frodo lay dream without light
138,"Then he saw the young moon rising; under its thin light there loomed before him a black wall of rock, pierced by a dark arch like a great gate.",then he saw the young moon rising under its thin light there loomed before him a black wall of rock pierced by a dark arch like a great gate,saw young moon rising thin light loomed black wall rock pierced dark arch like great gate
139,"It seemed to Frodo that he was lifted up, and passing over he saw that the rock-wall was a circle of hills, and that within it was a plain, and in the midst of the plain stood a pinnacle of stone, like a vast tower but not made by hands.",it seemed to frodo that he was lifted up and passing over he saw that the rockwall was a circle of hills and that within it was a plain and in the midst of the plain stood a pinnacle of stone like a vast tower but not made by hands,seemed frodo lifted passing saw rockwall circle hills within plain midst plain stood pinnacle stone like vast tower made hands
140,On its top stood the figure of a man.,on its top stood the figure of a man,top stood figure man
141,The moon as it rose seemed to hang for a moment above his head and glistened in his white hair as the wind stirred it.,the moon as it rose seemed to hang for a moment above his head and glistened in his white hair as the wind stirred it,moon rose seemed hang moment head glistened white hair wind stirred
142,"Up from the dark plain below came the crying of fell voices, and the howling of many wolves.",up from the dark plain below came the crying of fell voices and the howling of many wolves,dark plain came crying fell voices howling many wolves
143,"Suddenly a shadow, like the shape of great wings, passed across the moon.",suddenly a shadow like the shape of great wings passed across the moon,suddenly shadow like shape great wings passed across moon
144,The figure lifted his arms and a light flashed from the staff that he wielded.,the figure lifted his arms and a light flashed from the staff that he wielded,figure lifted arms light flashed staff wielded
145,A mighty eagle swept down and bore him away.,a mighty eagle swept down and bore him away,mighty eagle swept bore away
146,The voices wailed and the wolves yammered.,the voices wailed and the wolves yammered,voices wailed wolves yammered
147,"There was a noise like a strong wind blowing, and on it was borne the sound of hoofs, galloping, galloping, galloping from the East.",there was a noise like a strong wind blowing and on it was borne the sound of hoofs galloping galloping galloping from the east,noise like strong wind blowing borne sound hoofs galloping galloping galloping east
148,'Black Riders!',black riders,black riders
149,"thought Frodo as he wakened, with the sound of the hoofs still echoing in his mind.",thought frodo as he wakened with the sound of the hoofs still echoing in his mind,thought frodo wakened sound hoofs still echoing mind
150,He wondered if he would ever again have the courage to leave the safety of these stone walls.,he wondered if he would ever again have the courage to leave the safety of these stone walls,wondered would ever courage leave safety stone walls
151,"He lay motionless, still listening; but all was now silent, and at last he turned and fell asleep again or wandered into some other unremembered dream.",he lay motionless still listening but all was now silent and at last he turned and fell asleep again or wandered into some other unremembered dream,lay motionless still listening silent last turned fell asleep wandered unremembered dream
152,At his side Pippin lay dreaming pleasantly; but a change came over his dreams and he turned and groaned.,at his side pippin lay dreaming pleasantly but a change came over his dreams and he turned and groaned,side pippin lay dreaming pleasantly change came dreams turned groaned
153,"Suddenly he woke, or thought he had waked, and yet still heard in the darkness the sound that had disturbed his dream: _tip-tap, squeak_: the noise was like branches fretting in the wind, twig-fingers scraping wall and window: _creak, creak, creak._ He wondered if there were willow-trees close to the house; and then suddenly he had a dreadful feeling that he was not in an ordinary house at all, but inside the willow and listening to that horrible dry creaking voice laughing at him again.",suddenly he woke or thought he had waked and yet still heard in the darkness the sound that had disturbed his dream tiptap squeak the noise was like branches fretting in the wind twigfingers scraping wall and window creak creak creak he wondered if there were willowtrees close to the house and then suddenly he had a dreadful feeling that he was not in an ordinary house at all but inside the willow and listening to that horrible dry creaking voice laughing at him again,suddenly woke thought waked yet still heard darkness sound disturbed dream tiptap squeak noise like branches fretting wind twigfingers scraping wall window creak creak creak wondered willowtrees close house suddenly dreadful feeling ordinary house inside willow listening horrible dry creaking voice laughing
154,"He sat up, and felt the soft pillows yield to his hands, and he lay down again relieved.",he sat up and felt the soft pillows yield to his hands and he lay down again relieved,sat felt soft pillows yield hands lay relieved
155,He seemed to hear the echo of words in his ears: 'Fear nothing!,he seemed to hear the echo of words in his ears fear nothing,seemed hear echo words ears fear nothing
156,Have peace until the morning!,have peace until the morning,peace morning
157,Heed no nightly noises!',heed no nightly noises,heed nightly noises
158,Then he went to sleep again.,then he went to sleep again,went sleep
159,"It was the sound of water that Merry heard falling into his quiet sleep: water streaming down gently, and then spreading, spreading irresistibly all round the house into a dark shoreless pool.",it was the sound of water that merry heard falling into his quiet sleep water streaming down gently and then spreading spreading irresistibly all round the house into a dark shoreless pool,sound water merry heard falling quiet sleep water streaming gently spreading spreading irresistibly round house dark shoreless pool
160,"It gurgled under the walls, and was rising slowly but surely.",it gurgled under the walls and was rising slowly but surely,gurgled walls rising slowly surely
161,'I shall be drowned!',i shall be drowned,shall drowned
162,he thought.,he thought,thought
163,"It will find its way in, and then I shall drown.'",it will find its way in and then i shall drown,find way shall drown
164,"He felt that he was lying in a soft slimy bog, and springing up he set his fool on the corner of a cold hard flagstone.",he felt that he was lying in a soft slimy bog and springing up he set his fool on the corner of a cold hard flagstone,felt lying soft slimy bog springing set fool corner cold hard flagstone
165,Then he remembered where he was and lay down again.,then he remembered where he was and lay down again,remembered lay
166,He seemed to hear or remember hearing: 'Nothing passes doors or windows save moonlight and starlight and the wind off the hill-top.',he seemed to hear or remember hearing nothing passes doors or windows save moonlight and starlight and the wind off the hilltop,seemed hear remember hearing nothing passes doors windows save moonlight starlight wind hilltop
167,A little breath of sweet air moved the curtain.,a little breath of sweet air moved the curtain,little breath sweet air moved curtain
168,He breathed deep and fell asleep again.,he breathed deep and fell asleep again,breathed deep fell asleep
169,"As far as he could remember, Sam slept through the night in deep content, if logs are contented.",as far as he could remember sam slept through the night in deep content if logs are contented,far could remember sam slept night deep content logs contented
170,"They woke up, all four at once, in the morning light.",they woke up all four at once in the morning light,woke four morning light
171,Tom was moving about the room whistling like a starling.,tom was moving about the room whistling like a starling,tom moving room whistling like starling
172,"When he heard them stir he clapped his hands, and cried: 'Hey!",when he heard them stir he clapped his hands and cried hey,heard stir clapped hands cried hey
173,Come merry dol!,come merry dol,come merry dol
174,derry dol!,derry dol,derry dol
175,My hearties!',my hearties,hearties
176,"He drew back the yellow curtains, and the hobbits saw that these had covered the windows, at either end of the room, one looking east and the other looking west.",he drew back the yellow curtains and the hobbits saw that these had covered the windows at either end of the room one looking east and the other looking west,drew back yellow curtains hobbits saw covered windows either end room one looking east looking west
177,They leapt up refreshed.,they leapt up refreshed,leapt refreshed
178,"Frodo ran to the eastern window, and found himself looking into a kitchen-garden grey with dew.",frodo ran to the eastern window and found himself looking into a kitchengarden grey with dew,frodo ran eastern window found looking kitchengarden grey dew
179,"He had half expected to see turf right up to the walls, turf all pocked with hoof-prints.",he had half expected to see turf right up to the walls turf all pocked with hoofprints,half expected see turf right walls turf pocked hoofprints
180,Actually his view was screened by a tall line of beans on poles; but above and far beyond them the grey top of the hill loomed up against the sunrise.,actually his view was screened by a tall line of beans on poles but above and far beyond them the grey top of the hill loomed up against the sunrise,actually view screened tall line beans poles far beyond grey top hill loomed sunrise
181,"It was a pale morning: in the East, behind long clouds like lines of soiled wool stained red at the edges, lay glimmering deeps of yellow.",it was a pale morning in the east behind long clouds like lines of soiled wool stained red at the edges lay glimmering deeps of yellow,pale morning east behind long clouds like lines soiled wool stained red edges lay glimmering deeps yellow
182,"The sky spoke of rain to come; but the light was broadening quickly, and the red flowers on the beans began to glow against the wet green leaves.",the sky spoke of rain to come but the light was broadening quickly and the red flowers on the beans began to glow against the wet green leaves,sky spoke rain come light broadening quickly red flowers beans began glow wet green leaves
183,"Pippin looked out of the western window, down into a pool of mist.",pippin looked out of the western window down into a pool of mist,pippin looked western window pool mist
184,The Forest was hidden under a fog.,the forest was hidden under a fog,forest hidden fog
185,It was like looking down on to a sloping cloud-roof from above.,it was like looking down on to a sloping cloudroof from above,like looking sloping cloudroof
186,There was a fold or channel where the mist was broken into many plumes and billows; the valley of the Withywindle.,there was a fold or channel where the mist was broken into many plumes and billows the valley of the withywindle,fold channel mist broken many plumes billows valley withywindle
187,The stream ran down the hill on the left and vanished into the white shadows.,the stream ran down the hill on the left and vanished into the white shadows,stream ran hill left vanished white shadows
188,"Near at hand was a flower-garden and a clipped hedge silver-netted, and beyond that grey shaven grass pale with dew-drops.",near at hand was a flowergarden and a clipped hedge silvernetted and beyond that grey shaven grass pale with dewdrops,near hand flowergarden clipped hedge silvernetted beyond grey shaven grass pale dewdrops
189,There was no willow-tree to be seen.,there was no willowtree to be seen,willowtree seen
190,"'Good morning, merry friends!'",good morning merry friends,good morning merry friends
191,"cried Tom, opening the eastern window wide.",cried tom opening the eastern window wide,cried tom opening eastern window wide
192,A cool air flowed in; it had a rainy smell.,a cool air flowed in it had a rainy smell,cool air flowed rainy smell
193,'Sun won't show her face much today.,sun wont show her face much today,sun wont show face much today
194,I'm thinking.,im thinking,im thinking
